"Campagna","CodStaz","codice_aziendale","Reg","Prov_","Stazione","cod_istat","Comune","Linea fisica","Saliti7-9","Discesi7-9","Corse7-9","Saliti24H","Corse24H","Saliti_S","Saliti_R","Saliti_RE","Corse_S","Corse_R","Corse_RE","Anno","tipo_giorno","Calendario","POINT_X","POINT_Y","Location"
"C_Novembre2023","2.793","S01780","LO","BS","Piancamuno-Gratacasolo","17142","Pian Camuno","Pisogne - Breno","10","10","3","40","11","0","40","0","0","11","0","2023","Feriale","Invernale","10.138337016","45.839909876","POINT (10.138337016 45.839909876)"
"C_nov 2017","198","S01514","LO","LC","OLGIATE CALCO-BRIVIO","97058","Olgiate Molgora","TIRANO-MILANO Mz-Lc","670","80","8","1480","68","1480","0","0","68","0","0","2017","Fer","Invernale","0.940379608","45.729243447","POINT (9.40379608 45.729243447)"
"C_nov 2019","2.859","S01139","LO","VA","Malpensa Aeroporto T1","12140","Vizzola Ticino","Busto Arsizio - Malpensa","810","1250","20","6410","182","350","1570","4500","36","37","109","2019","Fer","Invernale","8.711317166","45.626885232","POINT (8.711317166 45.626885232)"
"C_nov 2015","78","S01031","LO","VA","BUSTO ARSIZIO","12026","Busto Arsizio","DOMODOSSOLA-MILANO","1650","860","23","5340","167","2670","1020","1670","74","42","51","2015","Fer","Invernale","8.865063882","45.616237821","POINT (8.865063882 45.616237821)"
"C_nov 2018","164","S01440","LO","SO","TIRANO","14066","Tirano","TIRANO-MILANO So-Tir","250","110","4","700","30","0","80","620","0","9","21","2018","Fer","Invernale","10.166987267","46.215458161","POINT (10.166987267 46.215458161)"
"C_nov 2022","42","S00400","LO","PV","SAIRANO-ZINASCO","18190","Zinasco","CAVA C.-TORREBER","20","10","5","50","24","0","50","0","0","24","0","2022","Feriale","Invernale","9.030186913","45.133877321","POINT (9.030186913 45.133877321)"
"C_nov 2021","2.732","S01098","LO","CO","Caslino d'Erba","13052","Caslino d'Erba","Seveso - Asso","30","10","2","70","28","0","70","0","0","28","0","2021","Feriale","Invernale","9.232326937","45.835130456","POINT (9.232326937 45.835130456)"
"C_nov 2020","46","S00404","LO","PV","FERRERA LOMELLINA","18062","Ferrera Erbognone","CAVA C.-TORREBER","10","10","4","30","23","0","30","0","0","23","0","2020","Feriale","Invernale","8.862842274","45.111893407","POINT (8.862842274 45.111893407)"
"C_Luglio2023","2.820","S01738","LO","VA","Varese Nord","12133","Varese","Saronno - Varese Nord","540","660","12","2910","78","0","1940","970","0","61","17","2023","Feriale","estivo","8.834307422","4.581847437","POINT (8.834307422 45.81847437)"
"C_nov 2015","203","S01524","LO","LC","CALOLZIOCORTE-OLGINATE","97013","Calolziocorte","TIRANO-MILANO Mz-Lc","1130","220","14","2440","105","1340","730","390","62","32","11","2015","Fer","Invernale","9.427005558","4.580169532","POINT (9.427005558 45.80169532)"
"C_Luglio2023","328","S01951","EM","PC","S.NICOLO'","33039","Rottofreno","ALESS.-PIACENZA","0","0","0","40","11","0","40","0","0","11","0","2023","Feriale","estivo","9.606551575","4.505875181","POINT (9.606551575 45.05875181)"
"C_nov 2017","2.767","S01094","LO","CO","Lambrugo-Lurago","13121","Lambrugo","Seveso - Asso","130","40","6","290","50","0","290","0","0","50","0","2017","Fer","Invernale","9.238491713","45.761639869","POINT (9.238491713 45.761639869)"
"C_nov 2016","2.782","S01642","LO","MI","MILANO NORD BOVISA","15146","Milano","Milano Nord Cadorna - Sar","5410","6870","95","28400","747","15050","9470","3890","369","238","140","2016","Fer","Invernale","9.158986972","4.550377781","POINT (9.158986972 45.50377781)"
"C_nov 2018","229","S01632","LO","MI","MILANO PORTA ROMANA","15146","Milano","MILANO-MORTARA-AL","330","740","8","1800","69","1800","0","0","69","0","0","2018","Fer","Invernale","0.921316275","45.445922893","POINT (9.21316275 45.445922893)"
"C_nov 2018","2.813","S01785","LO","BS","Sulzano","17182","Sulzano","Iseo - Pisogne","80","20","5","180","34","0","120","70","0","21","13","2018","Fer","Invernale","10.100657593","45.689468948","POINT (10.100657593 45.689468948)"
"C_nov 2022","111","S01203","LO","VA","ARCISATE","12004","Arcisate","PORTO C.-GALLARATE","410","120","11","1010","101","720","0","300","67","0","34","2022","Feriale","Invernale","8.862448264","4.585865032","POINT (8.862448264 45.85865032)"
"C_nov 2017","2.910","S01112","LO","MI","Cesano Boscone","15074","Cesano Boscone","MILANO-MORTARA-AL","180","90","8","510","70","500","10","0","69","1","0","2017","Fer","Invernale","0.909119676","45.430270342","POINT (9.09119676 45.430270342)"
"C_Novembre2023","144","S01414","LO","LC","OLCIO","97046","Mandello del Lario","TIRANO-MILANO Lc-So","10","10","3","30","26","0","30","0","0","25","1","2023","Feriale","Invernale","9.313931929","45.938086276","POINT (9.313931929 45.938086276)"
"C_nov 2020","327","S01950","EM","PC","ROTTOFRENO","33039","Rottofreno","ALESS.-PIACENZA","0","0","0","10","11","0","10","0","0","11","0","2020","Feriale","Invernale","9.549300156","4.506050732","POINT (9.549300156 45.06050732)"
"C_nov 2021","314","S01924","LO","MN","S.MICHELE IN BOSCO","20031","Marcaria","CODOGNO-MANTOVA","0","0","1","0","6","0","0","0","0","6","0","2021","Feriale","Invernale","10.573308108","45.122485012","POINT (10.573308108 45.122485012)"
"C_nov 2022","286","S01864","LO","PV","BELGIOIOSO","18013","Belgioioso","PAVIA-CASALPUST.","130","30","4","210","22","0","210","0","0","22","0","2022","Feriale","Invernale","9.316907213","45.164645746","POINT (9.316907213 45.164645746)"
"C_nov 2017","5","S00033","LO","PV","ALBONESE","18003","Albonese","NOVARA-MORTARA","20","10","3","20","10","0","20","0","0","10","0","2017","Fer","Invernale","8.714636963","45.297869975","POINT (8.714636963 45.297869975)"
"C_nov 2019","293","S01871","LO","LO","OSPEDALETTO LODIGIANO","98043","Ospedaletto Lodigiano","PAVIA-CASALPUST.","40","10","2","120","22","0","120","0","0","22","0","2019","Fer","Invernale","9.575189061","45.169411515","POINT (9.575189061 45.169411515)"
"C_nov 2016","92","S01065","LO","MI","TREZZANO S.N.","15220","Trezzano sul Naviglio","MILANO-MORTARA-AL","250","150","8","860","71","840","30","0","69","2","0","2016","Fer","Invernale","0.907123474","45.422282484","POINT (9.07123474 45.422282484)"
"C_nov 2022","301","S01911","LO","CR","PIZZIGHETTONE","19076","Pizzighettone","CODOGNO-MANTOVA","10","0","4","10","13","0","10","0","0","10","3","2022","Feriale","Invernale","9.777166532","45.181857545","POINT (9.777166532 45.181857545)"
"C_nov 2019","194","S01510","LO","MI","ARCORE","108004","Arcore","TIRANO-MILANO Mz-Lc","1740","430","17","4070","114","2530","1550","0","68","46","0","2019","Fer","Invernale","9.322824319","45.623570636","POINT (9.322824319 45.623570636)"
"C_nov 2016","2.737","S01769","LO","BS","Cedegolo","17047","Cedegolo","Breno - Edolo","50","10","4","70","17","0","50","30","0","4","13","2016","Fer","Invernale","10.350009092","46.072304074","POINT (10.350009092 46.072304074)"
"C_nov 2016","2.760","S01743","LO","VA","Gavirate-Verbano","12072","Gavirate","Varese Nord - Laveno Momb","40","190","4","240","14","0","130","110","0","10","4","2016","Fer","Invernale","8.706523665","45.851178857","POINT (8.706523665 45.851178857)"
"C_nov 2018","227","S01630","LO","MI","MILANO S. CRISTOFORO","15146","Milano","MILANO-MORTARA-AL","450","930","14","3010","113","1620","1400","0","69","44","0","2018","Fer","Invernale","9.130288258","45.442478529","POINT (9.130288258 45.442478529)"
"C_nov 2016","297","S01903","LO","BS","VEROLANUOVA","17195","Verolanuova","BRESCIA-CREMONA","180","50","4","360","33","0","360","0","0","33","0","2016","Fer","Invernale","10.083906145","45.325064899","POINT (10.083906145 45.325064899)"
"C_nov 2018","278","S01850","LO","CR","CASALMAGGIORE","19021","Casalmaggiore","BRESCIA-PARMA","220","50","4","620","38","0","620","0","0","38","0","2018","Fer","Invernale","10.425041217","44.993222003","POINT (10.425041217 44.993222003)"
"C_Luglio2023","73","S01026","LO","VA","SESTO CALENDE","12120","Sesto Calende","DOMODOSSOLA-MILANO","340","110","8","1140","50","0","630","510","0","32","18","2023","Feriale","estivo","0.862816964","45.726314213","POINT (8.62816964 45.726314213)"
"C_nov 2019","202","S01523","LO","LC","VERCURAGO-S.GIROLAMO","97086","Vercurago","TIRANO-MILANO Mz-Lc","30","10","4","40","13","0","40","0","0","13","0","2019","Fer","Invernale","9.422384671","4.581219368","POINT (9.422384671 45.81219368)"
"C_nov 2018","193","S01504","LO","BG","TERNO","16213","Terno d'Isola","SEREGNO-BERGAMO","320","50","6","620","39","0","620","0","0","39","0","2018","Fer","Invernale","9.536197341","45.688730968","POINT (9.536197341 45.688730968)"
"C_Novembre2023","107","S01144","LO","VA","MORNAGO CIMBRO","12106","Mornago","LUINO-GALLARATE","70","20","5","130","26","40","90","0","11","15","0","2023","Feriale","Invernale","8.734232423","45.729818919","POINT (8.734232423 45.729818919)"
"C_Luglio2023","204","S01525","LO","BG","CISANO-CAPRINO BERGAM.","16074","Cisano Bergamasco","LECCO-BRESCIA","120","50","4","400","32","0","400","0","0","32","0","2023","Feriale","estivo","9.474295043","45.739683366","POINT (9.474295043 45.739683366)"
"C_nov 2018","2.717","S01072","LO","MI","Bollate Nord","15027","Bollate","Milano Nord Cadorna - Sar","850","170","18","1710","140","1710","0","0","140","0","0","2018","Fer","Invernale","9.112398385","45.552681567","POINT (9.112398385 45.552681567)"
"C_Luglio2023","195","S01511","LO","MI","CARNATE USMATE","108016","Carnate","TIRANO-MILANO Mz-Lc","1040","280","19","3060","115","1980","850","250","70","39","6","2023","Feriale","estivo","9.375117342","45.653149706","POINT (9.375117342 45.653149706)"
"C_nov 2021","313","S01923","LO","MN","CASTELLUCCHIO","20016","Castellucchio","CODOGNO-MANTOVA","40","10","4","100","28","0","40","60","0","7","21","2021","Feriale","Invernale","10.647514805","45.144370088","POINT (10.647514805 45.144370088)"
"C_nov 2016","205","S01526","LO","BG","PONTIDA","16171","Pontida","LECCO-BRESCIA","140","20","4","270","32","0","270","0","0","32","0","2016","Fer","Invernale","9.511662206","45.730161398","POINT (9.511662206 45.730161398)"
"C_nov 2015","2.863","S01633","LO","MI","MILANO P.VITTORIA PASS.","15146","Milano","PASSANTE","1030","1580","37","5990","356","5990","0","0","356","0","0","2015","Fer","Invernale","9.225193061","45.459475193","POINT (9.225193061 45.459475193)"
"C_nov 2022","249","S01802","LO","MI","VILLAMAGGIORE","15115","Lacchiarella","MILANO-GENOVA","430","150","8","1080","71","1080","0","0","70","0","1","2022","Feriale","Invernale","9.190704857","45.320530164","POINT (9.190704857 45.320530164)"
"C_nov 2017","199","S01515","LO","LC","AIRUNO","97002","Airuno","TIRANO-MILANO Mz-Lc","330","40","8","720","68","720","0","0","68","0","0","2017","Fer","Invernale","9.422096968","45.754167715","POINT (9.422096968 45.754167715)"
"C_Luglio2023","2.765","S01093","LO","CO","Inverigo","13118","Inverigo","Seveso - Asso","140","40","7","400","49","0","400","0","0","49","0","2023","Feriale","estivo","9.224441129","45.740269966","POINT (9.224441129 45.740269966)"
"C_Luglio2023","110","S01202","LO","VA","BISUSCHIO-VIGGIU'","12015","Bisuschio","PORTO C.-GALLARATE","50","40","4","260","34","0","0","260","0","0","34","2023","Feriale","estivo","8.887580152","45.870733966","POINT (8.887580152 45.870733966)"
"C_nov 2021","2.815","S01729","LO","VA","Tradate","12127","Tradate","Saronno - Varese Nord","700","290","13","1730","73","0","1140","590","0","58","15","2021","Feriale","Invernale","8.906902965","45.710305004","POINT (8.906902965 45.710305004)"
"C_Novembre2023","111","S01203","LO","VA","ARCISATE","12004","Arcisate","PORTO C.-GALLARATE","350","110","10","1100","90","640","0","470","56","0","34","2023","Feriale","Invernale","8.862448264","4.585865032","POINT (8.862448264 45.85865032)"
"C_Luglio2023","2.763","S01762","LO","CO","Grandate-Breccia","13110","Grandate","Saronno - Como","270","160","9","840","67","0","710","130","0","63","4","2023","Feriale","estivo","0.009055656","45.781300073","POINT (9.055656 45.781300073)"
"C_Luglio2023","46","S00404","LO","PV","FERRERA LOMELLINA","18062","Ferrera Erbognone","CAVA C.-TORREBER","10","10","4","70","24","0","70","0","0","24","0","2023","Feriale","estivo","8.862842274","45.111893407","POINT (8.862842274 45.111893407)"
"C_nov 2015","80","S01034","LO","MI","CANEGRATE","15046","Canegrate","DOMODOSSOLA-MILANO","790","140","9","1780","75","1710","80","0","74","1","0","2015","Fer","Invernale","8.926634655","45.569313656","POINT (8.926634655 45.569313656)"
"C_nov 2018","192","S01503","LO","BG","CALUSCO","16046","Calusco d'Adda","SEREGNO-BERGAMO","250","110","6","620","39","0","620","0","0","39","0","2018","Fer","Invernale","9.470679691","45.684190766","POINT (9.470679691 45.684190766)"
"C_nov 2022","191","S01502","LO","LC","PADERNO-ROBBIATE","97062","Paderno d'Adda","SEREGNO-BERGAMO","320","90","5","900","40","0","900","0","0","40","0","2022","Feriale","Invernale","9.439232645","4.567838448","POINT (9.439232645 45.67838448)"
"C_nov 2017","250","S01803","LO","PV","CERTOSA DI PAVIA","18046","Certosa di Pavia","MILANO-GENOVA","430","80","8","900","74","900","0","0","72","0","2","2017","Fer","Invernale","9.154491353","45.257008002","POINT (9.154491353 45.257008002)"
"C_nov 2016","190","S01501","LO","MI","LESMO","108026","Lesmo","SEREGNO-BERGAMO","20","10","4","40","28","0","40","0","0","28","0","2016","Fer","Invernale","9.309350305","45.644827436","POINT (9.309350305 45.644827436)"
"C_nov 2018","2.747","S01764","LO","CO","Como Nord Borghi","13075","Como","Saronno - Como","590","940","10","2580","70","0","2220","370","0","60","10","2018","Fer","Invernale","0.909095794","45.804910086","POINT (9.09095794 45.804910086)"
"C_nov 2015","240","S01709","LO","BG","VIDALENGO","16053","Caravaggio","MILANO-VENEZIA","70","10","5","190","33","0","190","0","0","32","1","2015","FER","Invernale","0.963970536","45.517936977","POINT (9.63970536 45.517936977)"
"C_nov 2022","158","S01434","LO","SO","PONTE IN VALTELLINA","14052","Ponte in Valtellina","TIRANO-MILANO So-Tir","30","10","1","30","11","0","10","30","0","4","7","2022","Feriale","Invernale","9.975919439","46.162708899","POINT (9.975919439 46.162708899)"
"C_nov 2016","2.758","S01074","LO","MI","Garbagnate Milanese","15105","Garbagnate Milanese","Milano Nord Cadorna - Sar","1360","450","18","3240","141","3240","0","0","141","0","0","2016","Fer","Invernale","0.908029848","45.579923026","POINT (9.08029848 45.579923026)"
"C_nov 2020","2.815","S01729","LO","VA","Tradate","12127","Tradate","Saronno - Varese Nord","210","70","12","620","66","0","500","120","0","54","12","2020","Feriale","Invernale","8.906902965","45.710305004","POINT (8.906902965 45.710305004)"
"C_Novembre2023","268","S01840","LO","BS","MONTIRONE","17114","Montirone","BRESCIA-PARMA","40","40","4","170","31","0","170","0","0","31","0","2023","Feriale","Invernale","10.239507594","45.451430581","POINT (10.239507594 45.451430581)"
"C_nov 2022","161","S01437","LO","SO","TRESENDA-APRICA-TEGLIO","14065","Teglio","TIRANO-MILANO So-Tir","20","10","2","120","27","0","10","110","0","4","23","2022","Feriale","Invernale","10.083777059","46.162155619","POINT (10.083777059 46.162155619)"
"C_nov 2017","2.770","S01727","LO","CO","Locate Varesino-Carbonate","13045","Carbonate","Saronno - Varese Nord","270","50","8","520","57","0","520","0","0","57","0","2017","Fer","Invernale","8.936075743","45.689931017","POINT (8.936075743 45.689931017)"
"C_Luglio2023","2.975","S01206","LO","VA","Cantello Gaggiolo","12030","Cantello","Mendrisio-Varese","120","50","5","430","43","430","0","0","43","0","0","2023","Feriale","estivo","8.906974756","45.837723396","POINT (8.906974756 45.837723396)"
"C_nov 2021","2.777","S01087","LO","MI","Meda","108030","Meda","Seveso - Asso","480","380","9","1400","57","60","1340","0","9","48","0","2021","Feriale","Invernale","9.159047744","4.566230355","POINT (9.159047744 45.66230355)"
"C_nov 2020","2","S00030","PI","AL","GARBAGNA","6079","Garbagna","NOVARA-MORTARA","10","0","3","10","10","0","10","0","0","10","0","2020","Feriale","Invernale","8.666334325","4.538567409","POINT (8.666334325 45.38567409)"
"C_nov 2020","2.711","S01101","LO","CO","Asso","13013","Asso","Seveso - Asso","30","0","2","110","34","0","110","0","0","34","0","2020","Feriale","Invernale","9.269120449","45.854922626","POINT (9.269120449 45.854922626)"
"C_nov 2021","112","S01204","LO","VA","INDUNO OLONA","12083","Induno Olona","PORTO C.-GALLARATE","230","60","13","640","100","380","0","260","67","0","33","2021","Feriale","Invernale","8.838391122","45.846513143","POINT (8.838391122 45.846513143)"
"C_nov 2018","2.788","S01794","LO","BS","Paderno (Franciacorta)","17130","Paderno Franciacorta","Brescia - Iseo","160","20","7","250","37","0","250","0","0","37","0","2018","Fer","Invernale","10.087064635","45.586766511","POINT (10.087064635 45.586766511)"
"C_nov 2015","312","S01922","LO","MN","OSPITALETTO MANTOV.","20031","Marcaria","CODOGNO-MANTOVA","10","0","3","10","18","0","10","0","0","18","0","2015","FER","Invernale","10.604427864","45.129824898","POINT (10.604427864 45.129824898)"
"C_nov 2021","31","S00248","PI","NO","NOVARA","3106","Novara","TORINO-MILANO","420","510","8","3000","69","2960","50","0","67","2","0","2021","Feriale","Invernale","0.086249717","4.545129662","POINT (8.6249717 45.45129662)"
"C_nov 2016","2.732","S01098","LO","CO","Caslino d'Erba","13052","Caslino d'Erba","Seveso - Asso","40","10","6","80","39","0","80","0","0","39","0","2016","Fer","Invernale","9.232326937","45.835130456","POINT (9.232326937 45.835130456)"
